,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked
147,1094,27.0,Non-Travel,1277.0,Research & Development,8.0,5.0,Life Sciences,1.0,1.0,Male,87.0,1.0,1.0,Laboratory Technician,3.0,Married,4621.0,5869.0,1.0
148,454,29.0,Travel_Rarely,318.0,Research & Development,8.0,4.0,Other,1.0,2.0,Male,77.0,1.0,1.0,Laboratory Technician,1.0,Married,2119.0,4759.0,1.0
149,1251,31.0,Travel_Rarely,1332.0,Research & Development,11.0,2.0,Medical,1.0,3.0,Male,80.0,3.0,2.0,Healthcare Representative,1.0,Married,6833.0,17089.0,1.0
150,207,32.0,Travel_Frequently,967.0,Sales,8.0,3.0,Marketing,1.0,2.0,Female,43.0,3.0,3.0,Sales Executive,4.0,Single,8998.0,15589.0,1.0
151,1881,31.0,Travel_Rarely,311.0,Research & Development,20.0,3.0,Life Sciences,1.0,2.0,Male,89.0,3.0,2.0,Laboratory Technician,3.0,Divorced,4197.0,18624.0,1.0
152,1611,45.0,Travel_Rarely,1015.0,Research & Development,5.0,5.0,Medical,1.0,3.0,Female,50.0,1.0,2.0,Laboratory Technician,1.0,Single,5769.0,23447.0,1.0
153,933,27.0,Travel_Rarely,618.0,Research & Development,4.0,3.0,Life Sciences,1.0,2.0,Female,76.0,3.0,1.0,Research Scientist,3.0,Single,2318.0,17808.0,1.0
154,56,27.0,Travel_Frequently,994.0,Sales,8.0,3.0,Life Sciences,1.0,4.0,Male,37.0,3.0,3.0,Sales Executive,3.0,Single,8726.0,2975.0,1.0
155,505,55.0,Travel_Rarely,1311.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Female,97.0,3.0,4.0,Manager,4.0,Single,16659.0,23258.0,2.0
156,463,29.0,Travel_Rarely,144.0,Sales,10.0,1.0,Marketing,1.0,4.0,Female,39.0,2.0,2.0,Sales Executive,2.0,Divorced,8268.0,11866.0,1.0
157,1027,27.0,Travel_Rarely,1055.0,Research & Development,2.0,4.0,Life Sciences,1.0,1.0,Female,47.0,3.0,2.0,Manufacturing Director,4.0,Married,4227.0,4658.0,0.0
158,967,36.0,Travel_Rarely,530.0,Sales,3.0,1.0,Life Sciences,1.0,3.0,Male,51.0,2.0,3.0,Sales Executive,4.0,Married,10325.0,5518.0,1.0
159,1088,38.0,Travel_Rarely,330.0,Research & Development,17.0,1.0,Life Sciences,1.0,3.0,Female,65.0,2.0,3.0,Healthcare Representative,3.0,Married,8823.0,24608.0,0.0
160,446,33.0,Travel_Frequently,508.0,Sales,10.0,3.0,Marketing,1.0,2.0,Male,46.0,2.0,2.0,Sales Executive,4.0,Single,4682.0,4317.0,3.0
161,233,27.0,Travel_Rarely,1157.0,Research & Development,17.0,3.0,Technical Degree,1.0,3.0,Male,51.0,3.0,1.0,Research Scientist,2.0,Married,3058.0,13364.0,0.0
162,1166,40.0,Travel_Frequently,593.0,Research & Development,9.0,4.0,Medical,1.0,2.0,Female,88.0,3.0,3.0,Research Director,3.0,Single,13499.0,13782.0,9.0
163,293,27.0,Travel_Frequently,1242.0,Sales,20.0,3.0,Life Sciences,1.0,4.0,Female,90.0,3.0,2.0,Sales Executive,3.0,Single,9981.0,12916.0,1.0
164,1847,36.0,Travel_Rarely,430.0,Research & Development,2.0,4.0,Other,1.0,4.0,Female,73.0,3.0,2.0,Research Scientist,2.0,Married,6962.0,19573.0,4.0
165,1150,29.0,Travel_Rarely,718.0,Research & Development,8.0,1.0,Medical,1.0,2.0,Male,79.0,2.0,2.0,Manufacturing Director,4.0,Married,5056.0,17689.0,1.0
166,1601,35.0,Travel_Rarely,1349.0,Research & Development,7.0,2.0,Life Sciences,1.0,3.0,Male,63.0,2.0,1.0,Laboratory Technician,4.0,Married,2690.0,7713.0,1.0
167,306,37.0,Travel_Frequently,663.0,Research & Development,11.0,3.0,Other,1.0,2.0,Male,47.0,3.0,3.0,Research Director,4.0,Divorced,12185.0,10056.0,1.0
168,1233,60.0,Travel_Rarely,696.0,Sales,7.0,4.0,Marketing,1.0,2.0,Male,52.0,4.0,2.0,Sales Executive,4.0,Divorced,5220.0,10893.0,0.0
169,1970,33.0,Travel_Frequently,1303.0,Research & Development,7.0,2.0,Life Sciences,1.0,4.0,Male,36.0,3.0,2.0,Healthcare Representative,3.0,Divorced,5968.0,18079.0,1.0
170,397,36.0,Travel_Rarely,506.0,Research & Development,3.0,3.0,Technical Degree,1.0,3.0,Male,30.0,3.0,2.0,Research Scientist,2.0,Single,4485.0,26285.0,4.0
171,730,53.0,Travel_Rarely,970.0,Research & Development,7.0,3.0,Life Sciences,1.0,3.0,Male,59.0,4.0,4.0,Research Director,3.0,Married,14814.0,13514.0,3.0
172,107,38.0,Non-Travel,573.0,Research & Development,6.0,3.0,Medical,1.0,2.0,Female,79.0,1.0,2.0,Research Scientist,4.0,Divorced,5329.0,15717.0,7.0
173,1701,34.0,Travel_Rarely,678.0,Research & Development,19.0,3.0,Life Sciences,1.0,2.0,Female,35.0,2.0,1.0,Research Scientist,4.0,Married,2929.0,20338.0,1.0
174,1466,48.0,Travel_Rarely,1221.0,Sales,7.0,3.0,Marketing,1.0,3.0,Male,96.0,3.0,2.0,Sales Executive,1.0,Divorced,5486.0,24795.0,4.0
175,39,33.0,Travel_Rarely,924.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Male,78.0,3.0,1.0,Laboratory Technician,4.0,Single,2496.0,6670.0,4.0
176,145,51.0,Travel_Frequently,1456.0,Research & Development,1.0,4.0,Medical,1.0,1.0,Female,30.0,2.0,3.0,Healthcare Representative,1.0,Single,7484.0,25796.0,3.0
177,458,27.0,Travel_Rarely,1130.0,Sales,8.0,4.0,Marketing,1.0,2.0,Female,56.0,3.0,2.0,Sales Executive,2.0,Married,6214.0,3415.0,1.0
178,23,53.0,Travel_Rarely,1219.0,Sales,2.0,4.0,Life Sciences,1.0,1.0,Female,78.0,2.0,4.0,Manager,4.0,Married,15427.0,22021.0,2.0
179,83,36.0,Travel_Rarely,1223.0,Research & Development,8.0,3.0,Technical Degree,1.0,3.0,Female,59.0,3.0,3.0,Healthcare Representative,3.0,Divorced,10096.0,8202.0,1.0
180,844,27.0,Travel_Rarely,269.0,Research & Development,5.0,1.0,Technical Degree,1.0,3.0,Male,42.0,2.0,3.0,Research Director,4.0,Divorced,12808.0,8842.0,1.0
181,1655,49.0,Travel_Rarely,301.0,Research & Development,22.0,4.0,Other,1.0,1.0,Female,72.0,3.0,4.0,Research Director,2.0,Married,16413.0,3498.0,3.0
182,1308,58.0,Travel_Rarely,848.0,Research & Development,23.0,4.0,Life Sciences,1.0,1.0,Male,88.0,3.0,1.0,Research Scientist,3.0,Divorced,2372.0,26076.0,1.0
183,1809,37.0,Travel_Rarely,370.0,Research & Development,10.0,4.0,Medical,1.0,4.0,Male,58.0,3.0,2.0,Manufacturing Director,1.0,Single,4213.0,4992.0,1.0
184,462,31.0,Travel_Rarely,1232.0,Research & Development,7.0,4.0,Medical,1.0,3.0,Female,39.0,3.0,3.0,Manufacturing Director,4.0,Single,7143.0,25713.0,1.0
185,1676,47.0,Travel_Rarely,1225.0,Sales,2.0,4.0,Life Sciences,1.0,2.0,Female,47.0,4.0,4.0,Manager,2.0,Divorced,15972.0,21086.0,6.0
186,1045,45.0,Travel_Rarely,1234.0,Sales,11.0,2.0,Life Sciences,1.0,4.0,Female,90.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,3.0
187,378,37.0,Travel_Rarely,228.0,Sales,6.0,4.0,Medical,1.0,3.0,Male,98.0,3.0,2.0,Sales Executive,4.0,Married,6502.0,22825.0,4.0
188,1167,42.0,Travel_Frequently,481.0,Sales,12.0,3.0,Life Sciences,1.0,3.0,Male,44.0,3.0,4.0,Sales Executive,1.0,Single,13758.0,2447.0,0.0
189,1967,31.0,Travel_Frequently,754.0,Sales,26.0,4.0,Marketing,1.0,1.0,Male,63.0,3.0,2.0,Sales Executive,4.0,Married,5617.0,21075.0,1.0
190,1774,34.0,Non-Travel,1375.0,Sales,10.0,3.0,Life Sciences,1.0,4.0,Male,87.0,3.0,2.0,Sales Executive,3.0,Divorced,4001.0,12313.0,1.0
191,2015,38.0,Travel_Rarely,201.0,Research & Development,10.0,3.0,Medical,1.0,2.0,Female,99.0,1.0,3.0,Research Director,3.0,Married,13206.0,3376.0,3.0
192,1193,19.0,Travel_Rarely,645.0,Research & Development,9.0,2.0,Life Sciences,1.0,3.0,Male,54.0,3.0,1.0,Research Scientist,1.0,Single,2552.0,7172.0,1.0
193,1499,30.0,Travel_Rarely,330.0,Human Resources,1.0,3.0,Life Sciences,1.0,3.0,Male,46.0,3.0,1.0,Human Resources,3.0,Divorced,2064.0,15428.0,0.0
194,386,53.0,Travel_Rarely,1070.0,Research & Development,3.0,4.0,Medical,1.0,3.0,Male,45.0,3.0,4.0,Research Director,3.0,Married,17584.0,21016.0,3.0
195,406,35.0,Travel_Rarely,1232.0,Sales,16.0,3.0,Marketing,1.0,3.0,Male,96.0,3.0,3.0,Sales Executive,2.0,Married,8020.0,5100.0,0.0
196,807,40.0,Travel_Frequently,791.0,Research & Development,2.0,2.0,Medical,1.0,3.0,Female,38.0,4.0,2.0,Healthcare Representative,2.0,Married,4244.0,9931.0,1.0
197,1873,55.0,Travel_Rarely,836.0,Research & Development,2.0,4.0,Technical Degree,1.0,2.0,Male,98.0,2.0,1.0,Research Scientist,4.0,Married,2662.0,7975.0,8.0
198,1397,39.0,Non-Travel,1485.0,Research & Development,25.0,2.0,Life Sciences,1.0,3.0,Male,71.0,3.0,3.0,Healthcare Representative,3.0,Married,10920.0,3449.0,3.0
199,228,30.0,Travel_Rarely,1339.0,Sales,5.0,3.0,Life Sciences,1.0,2.0,Female,41.0,3.0,3.0,Sales Executive,4.0,Married,9419.0,8053.0,2.0
200,987,47.0,Travel_Frequently,1379.0,Research & Development,16.0,4.0,Medical,1.0,3.0,Male,64.0,4.0,2.0,Manufacturing Director,3.0,Divorced,5067.0,6759.0,1.0
201,1698,33.0,Travel_Rarely,267.0,Research & Development,21.0,3.0,Medical,1.0,2.0,Male,79.0,4.0,1.0,Laboratory Technician,2.0,Married,2028.0,13637.0,1.0
202,1350,35.0,Travel_Frequently,482.0,Research & Development,4.0,4.0,Life Sciences,1.0,3.0,Male,87.0,3.0,2.0,Research Scientist,3.0,Single,4249.0,2690.0,1.0
203,567,30.0,Non-Travel,1398.0,Sales,22.0,4.0,Other,1.0,3.0,Female,69.0,3.0,3.0,Sales Executive,1.0,Married,8412.0,2890.0,0.0
204,772,32.0,Travel_Frequently,430.0,Research & Development,24.0,4.0,Life Sciences,1.0,1.0,Male,80.0,3.0,2.0,Laboratory Technician,4.0,Married,5309.0,21146.0,1.0
205,1854,42.0,Non-Travel,355.0,Research & Development,10.0,4.0,Technical Degree,1.0,3.0,Male,38.0,3.0,1.0,Research Scientist,3.0,Married,2936.0,6161.0,3.0
206,799,54.0,Travel_Rarely,376.0,Research & Development,19.0,4.0,Medical,1.0,4.0,Female,95.0,3.0,2.0,Manufacturing Director,1.0,Divorced,5485.0,22670.0,9.0
207,21,32.0,Travel_Rarely,334.0,Research & Development,5.0,2.0,Life Sciences,1.0,1.0,Male,80.0,4.0,1.0,Research Scientist,2.0,Divorced,3298.0,15053.0,0.0
208,1515,33.0,Travel_Rarely,516.0,Research & Development,8.0,5.0,Life Sciences,1.0,4.0,Male,69.0,3.0,2.0,Healthcare Representative,3.0,Single,6388.0,22049.0,2.0
209,475,30.0,Non-Travel,641.0,Sales,25.0,2.0,Technical Degree,1.0,4.0,Female,85.0,3.0,2.0,Sales Executive,3.0,Married,4736.0,6069.0,7.0
210,1645,35.0,Travel_Rarely,763.0,Sales,15.0,2.0,Medical,1.0,1.0,Male,59.0,1.0,2.0,Sales Executive,4.0,Divorced,5440.0,22098.0,6.0
211,605,42.0,Travel_Rarely,319.0,Research & Development,24.0,3.0,Medical,1.0,4.0,Male,56.0,3.0,3.0,Manufacturing Director,1.0,Married,7406.0,6950.0,1.0
212,430,43.0,Travel_Frequently,185.0,Research & Development,10.0,4.0,Life Sciences,1.0,3.0,Female,33.0,3.0,1.0,Laboratory Technician,4.0,Single,2455.0,10675.0,0.0
213,1240,25.0,Travel_Rarely,1356.0,Sales,10.0,4.0,Life Sciences,1.0,3.0,Male,57.0,3.0,2.0,Sales Executive,4.0,Single,4950.0,20623.0,0.0
214,110,34.0,Travel_Rarely,1153.0,Research & Development,1.0,2.0,Medical,1.0,1.0,Male,94.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0
215,238,36.0,Travel_Frequently,1480.0,Research & Development,3.0,2.0,Medical,1.0,4.0,Male,30.0,3.0,1.0,Laboratory Technician,2.0,Single,2088.0,15062.0,4.0
216,738,50.0,Travel_Rarely,316.0,Sales,8.0,4.0,Marketing,1.0,4.0,Male,54.0,3.0,1.0,Sales Representative,2.0,Married,3875.0,9983.0,7.0
217,38,46.0,Travel_Rarely,705.0,Sales,2.0,4.0,Marketing,1.0,2.0,Female,83.0,3.0,5.0,Manager,1.0,Single,18947.0,22822.0,3.0
218,731,41.0,Travel_Rarely,427.0,Human Resources,10.0,4.0,Human Resources,1.0,2.0,Male,73.0,2.0,5.0,Manager,4.0,Divorced,19141.0,8861.0,3.0
219,615,40.0,Non-Travel,1094.0,Sales,28.0,3.0,Other,1.0,3.0,Male,58.0,1.0,3.0,Sales Executive,1.0,Divorced,10932.0,11373.0,3.0
220,1591,50.0,Travel_Rarely,264.0,Sales,9.0,3.0,Marketing,1.0,3.0,Male,59.0,3.0,5.0,Manager,3.0,Married,19331.0,19519.0,4.0
221,1431,34.0,Travel_Frequently,560.0,Research & Development,1.0,4.0,Other,1.0,4.0,Male,91.0,3.0,1.0,Research Scientist,1.0,Divorced,2996.0,20284.0,5.0
222,1694,55.0,Travel_Rarely,1441.0,Research & Development,22.0,3.0,Technical Degree,1.0,1.0,Male,94.0,2.0,1.0,Research Scientist,2.0,Divorced,3537.0,23737.0,5.0
223,743,38.0,Travel_Rarely,168.0,Research & Development,1.0,3.0,Life Sciences,1.0,3.0,Female,81.0,3.0,3.0,Manufacturing Director,3.0,Single,7861.0,15397.0,4.0
224,178,36.0,Travel_Rarely,216.0,Research & Development,6.0,2.0,Medical,1.0,2.0,Male,84.0,3.0,2.0,Manufacturing Director,2.0,Divorced,4941.0,2819.0,6.0
225,1211,30.0,Travel_Rarely,1329.0,Sales,29.0,4.0,Life Sciences,1.0,3.0,Male,61.0,3.0,2.0,Sales Executive,1.0,Divorced,4115.0,13192.0,8.0
226,1830,54.0,Travel_Rarely,431.0,Research & Development,7.0,4.0,Medical,1.0,4.0,Female,68.0,3.0,2.0,Research Scientist,4.0,Married,6854.0,15696.0,4.0
227,952,25.0,Travel_Rarely,867.0,Sales,19.0,2.0,Marketing,1.0,3.0,Male,36.0,2.0,1.0,Sales Representative,2.0,Married,2413.0,18798.0,1.0
228,1932,34.0,Travel_Frequently,735.0,Research & Development,22.0,4.0,Other,1.0,3.0,Male,86.0,2.0,2.0,Research Scientist,4.0,Married,5747.0,26496.0,1.0
229,1552,40.0,Non-Travel,1142.0,Research & Development,8.0,2.0,Life Sciences,1.0,4.0,Male,72.0,3.0,2.0,Healthcare Representative,4.0,Divorced,4069.0,8841.0,3.0
230,261,35.0,Travel_Rarely,556.0,Research & Development,23.0,2.0,Life Sciences,1.0,2.0,Male,50.0,2.0,2.0,Manufacturing Director,3.0,Married,5916.0,15497.0,3.0
231,1083,26.0,Travel_Rarely,192.0,Research & Development,1.0,2.0,Medical,1.0,1.0,Male,59.0,2.0,1.0,Laboratory Technician,1.0,Married,3955.0,11141.0,1.0
232,1975,39.0,Travel_Rarely,119.0,Sales,15.0,4.0,Marketing,1.0,2.0,Male,77.0,3.0,4.0,Sales Executive,1.0,Single,13341.0,25098.0,0.0
233,1035,41.0,Non-Travel,247.0,Research & Development,7.0,1.0,Life Sciences,1.0,2.0,Female,55.0,1.0,5.0,Research Director,3.0,Divorced,19973.0,20284.0,1.0
234,1002,45.0,Non-Travel,248.0,Research & Development,23.0,2.0,Life Sciences,1.0,4.0,Male,42.0,3.0,2.0,Laboratory Technician,1.0,Married,3633.0,14039.0,1.0
235,960,20.0,Travel_Rarely,129.0,Research & Development,4.0,3.0,Technical Degree,1.0,1.0,Male,84.0,3.0,1.0,Laboratory Technician,1.0,Single,2973.0,13008.0,1.0
236,215,40.0,Travel_Rarely,630.0,Sales,4.0,4.0,Marketing,1.0,3.0,Male,67.0,2.0,3.0,Sales Executive,4.0,Married,10855.0,8552.0,7.0
237,824,29.0,Travel_Rarely,1252.0,Research & Development,23.0,2.0,Life Sciences,1.0,3.0,Male,81.0,4.0,1.0,Research Scientist,3.0,Married,2700.0,23779.0,1.0
238,335,40.0,Travel_Rarely,1300.0,Research & Development,24.0,2.0,Technical Degree,1.0,1.0,Male,62.0,3.0,2.0,Research Scientist,4.0,Divorced,3319.0,24447.0,1.0
239,675,22.0,Travel_Rarely,604.0,Research & Development,6.0,1.0,Medical,1.0,1.0,Male,69.0,3.0,1.0,Research Scientist,3.0,Married,2773.0,12145.0,0.0
240,1504,28.0,Travel_Frequently,289.0,Research & Development,2.0,2.0,Medical,1.0,3.0,Male,38.0,2.0,1.0,Laboratory Technician,1.0,Single,2561.0,5355.0,7.0
241,667,27.0,Travel_Rarely,1420.0,Sales,2.0,1.0,Marketing,1.0,3.0,Male,85.0,3.0,1.0,Sales Representative,1.0,Divorced,3041.0,16346.0,0.0
242,829,36.0,Travel_Rarely,1041.0,Human Resources,13.0,3.0,Human Resources,1.0,3.0,Male,36.0,3.0,1.0,Human Resources,2.0,Married,2143.0,25527.0,4.0
243,1673,31.0,Travel_Rarely,1112.0,Sales,5.0,4.0,Life Sciences,1.0,1.0,Female,67.0,3.0,2.0,Sales Executive,4.0,Married,5476.0,22589.0,1.0
244,1746,24.0,Travel_Frequently,897.0,Human Resources,10.0,3.0,Medical,1.0,1.0,Male,59.0,3.0,1.0,Human Resources,4.0,Married,2145.0,2097.0,0.0
245,1206,44.0,Non-Travel,111.0,Research & Development,17.0,3.0,Life Sciences,1.0,4.0,Male,74.0,1.0,1.0,Research Scientist,3.0,Single,2290.0,4279.0,2.0
246,312,29.0,Travel_Frequently,1413.0,Sales,1.0,1.0,Medical,1.0,2.0,Female,42.0,3.0,3.0,Sales Executive,4.0,Married,7918.0,6599.0,1.0
247,1024,48.0,Travel_Rarely,1355.0,Research & Development,4.0,4.0,Life Sciences,1.0,3.0,Male,78.0,2.0,3.0,Healthcare Representative,3.0,Single,10999.0,22245.0,7.0
248,1766,38.0,Travel_Rarely,833.0,Research & Development,18.0,3.0,Medical,1.0,2.0,Male,60.0,1.0,2.0,Healthcare Representative,4.0,Married,5811.0,24539.0,3.0
249,1082,28.0,Non-Travel,1366.0,Research & Development,24.0,2.0,Technical Degree,1.0,2.0,Male,72.0,2.0,3.0,Healthcare Representative,1.0,Single,8722.0,12355.0,1.0
250,57,30.0,Travel_Frequently,721.0,Research & Development,1.0,2.0,Medical,1.0,3.0,Female,58.0,3.0,2.0,Laboratory Technician,4.0,Single,4011.0,10781.0,1.0
251,709,38.0,Travel_Rarely,243.0,Sales,7.0,4.0,Marketing,1.0,4.0,Female,46.0,2.0,2.0,Sales Executive,4.0,Single,4028.0,7791.0,0.0
252,444,39.0,Travel_Frequently,672.0,Research & Development,7.0,2.0,Medical,1.0,3.0,Male,54.0,2.0,5.0,Manager,4.0,Married,19272.0,21141.0,1.0
253,702,33.0,Travel_Frequently,1076.0,Research & Development,3.0,3.0,Life Sciences,1.0,1.0,Male,70.0,3.0,1.0,Research Scientist,1.0,Single,3348.0,3164.0,1.0
254,118,46.0,Travel_Rarely,669.0,Sales,9.0,2.0,Medical,1.0,3.0,Male,64.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,1.0
255,1459,31.0,Travel_Frequently,1445.0,Research & Development,1.0,5.0,Life Sciences,1.0,3.0,Female,100.0,4.0,3.0,Manufacturing Director,2.0,Single,7446.0,8931.0,1.0
256,242,33.0,Travel_Rarely,134.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Male,90.0,3.0,1.0,Research Scientist,4.0,Single,2500.0,10515.0,0.0
257,441,30.0,Travel_Rarely,1275.0,Research & Development,28.0,2.0,Medical,1.0,4.0,Female,64.0,3.0,2.0,Research Scientist,4.0,Married,5775.0,11934.0,1.0
258,2021,21.0,Travel_Rarely,501.0,Sales,5.0,1.0,Medical,1.0,3.0,Male,58.0,3.0,1.0,Sales Representative,1.0,Single,2380.0,25479.0,1.0
259,1481,44.0,Travel_Frequently,383.0,Sales,1.0,5.0,Marketing,1.0,1.0,Female,79.0,3.0,2.0,Sales Executive,3.0,Married,4768.0,9282.0,7.0
260,574,47.0,Travel_Rarely,983.0,Research & Development,2.0,2.0,Medical,1.0,1.0,Female,65.0,3.0,2.0,Manufacturing Director,4.0,Divorced,5070.0,7389.0,5.0
261,1929,39.0,Non-Travel,1251.0,Sales,21.0,4.0,Life Sciences,1.0,1.0,Female,32.0,1.0,2.0,Sales Executive,3.0,Married,5736.0,3987.0,6.0
262,76,31.0,Travel_Rarely,655.0,Research & Development,7.0,4.0,Life Sciences,1.0,4.0,Male,48.0,3.0,2.0,Laboratory Technician,4.0,Divorced,5915.0,9528.0,3.0
263,26,24.0,Non-Travel,673.0,Research & Development,11.0,2.0,Other,1.0,1.0,Female,96.0,4.0,2.0,Manufacturing Director,3.0,Divorced,4011.0,8232.0,0.0
264,404,42.0,Travel_Frequently,555.0,Sales,26.0,3.0,Marketing,1.0,3.0,Female,77.0,3.0,4.0,Sales Executive,2.0,Married,13525.0,14864.0,5.0
265,1496,44.0,Travel_Frequently,1193.0,Research & Development,2.0,1.0,Medical,1.0,2.0,Male,86.0,3.0,3.0,Manufacturing Director,3.0,Single,10209.0,19719.0,5.0
266,423,31.0,Travel_Rarely,691.0,Research & Development,5.0,4.0,Technical Degree,1.0,3.0,Male,86.0,3.0,1.0,Research Scientist,4.0,Married,4821.0,10077.0,0.0
267,1709,29.0,Travel_Rarely,1082.0,Research & Development,9.0,4.0,Medical,1.0,4.0,Female,43.0,3.0,1.0,Laboratory Technician,3.0,Married,2974.0,25412.0,9.0
268,1096,55.0,Travel_Frequently,1091.0,Research & Development,2.0,1.0,Life Sciences,1.0,4.0,Male,65.0,3.0,3.0,Manufacturing Director,2.0,Married,10976.0,15813.0,3.0
269,1465,45.0,Travel_Rarely,1448.0,Research & Development,29.0,3.0,Technical Degree,1.0,2.0,Male,55.0,3.0,3.0,Manufacturing Director,4.0,Married,9380.0,14720.0,4.0
270,1724,40.0,Travel_Rarely,369.0,Research & Development,8.0,2.0,Life Sciences,1.0,2.0,Female,92.0,3.0,2.0,Manufacturing Director,1.0,Married,6516.0,5041.0,2.0
271,2032,56.0,Travel_Rarely,310.0,Research & Development,7.0,2.0,Technical Degree,1.0,4.0,Male,72.0,3.0,1.0,Laboratory Technician,3.0,Married,2339.0,3666.0,8.0
272,1956,31.0,Travel_Frequently,1125.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,48.0,1.0,2.0,Research Scientist,1.0,Married,5003.0,5771.0,1.0
273,1204,46.0,Travel_Rarely,1402.0,Sales,2.0,3.0,Marketing,1.0,3.0,Female,69.0,3.0,4.0,Manager,1.0,Married,17048.0,24097.0,8.0
274,204,35.0,Travel_Rarely,662.0,Sales,1.0,5.0,Marketing,1.0,3.0,Male,94.0,3.0,3.0,Sales Executive,2.0,Married,7295.0,11439.0,1.0
275,437,27.0,Travel_Rarely,1377.0,Sales,2.0,3.0,Life Sciences,1.0,4.0,Male,74.0,3.0,2.0,Sales Executive,3.0,Single,4478.0,5242.0,1.0
276,918,58.0,Travel_Frequently,781.0,Research & Development,2.0,1.0,Life Sciences,1.0,4.0,Male,57.0,2.0,1.0,Laboratory Technician,4.0,Divorced,2380.0,13384.0,9.0
277,245,38.0,Travel_Rarely,1380.0,Research & Development,9.0,2.0,Life Sciences,1.0,3.0,Female,75.0,3.0,1.0,Laboratory Technician,4.0,Single,2288.0,6319.0,1.0
278,686,26.0,Travel_Rarely,991.0,Research & Development,6.0,3.0,Life Sciences,1.0,3.0,Female,71.0,3.0,1.0,Laboratory Technician,4.0,Married,2659.0,17759.0,1.0
279,641,26.0,Travel_Rarely,703.0,Sales,28.0,2.0,Marketing,1.0,1.0,Male,66.0,3.0,2.0,Sales Executive,2.0,Married,6272.0,7428.0,1.0
280,7,27.0,Travel_Rarely,591.0,Research & Development,2.0,1.0,Medical,1.0,1.0,Male,40.0,3.0,1.0,Laboratory Technician,2.0,Married,3468.0,16632.0,9.0
281,1043,39.0,Travel_Frequently,945.0,Research & Development,22.0,3.0,Medical,1.0,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0
282,1299,29.0,Travel_Rarely,806.0,Research & Development,7.0,3.0,Technical Degree,1.0,2.0,Female,39.0,3.0,1.0,Laboratory Technician,3.0,Divorced,3339.0,17285.0,3.0
283,1242,42.0,Travel_Frequently,458.0,Research & Development,26.0,5.0,Medical,1.0,1.0,Female,60.0,3.0,3.0,Research Director,1.0,Married,13191.0,23281.0,3.0
284,868,37.0,Travel_Rarely,342.0,Sales,16.0,4.0,Marketing,1.0,4.0,Male,66.0,2.0,2.0,Sales Executive,3.0,Divorced,6334.0,24558.0,4.0
285,950,38.0,Travel_Rarely,1333.0,Research & Development,1.0,3.0,Technical Degree,1.0,4.0,Female,80.0,3.0,3.0,Research Director,1.0,Married,13582.0,16292.0,1.0
286,957,41.0,Travel_Rarely,263.0,Research & Development,6.0,3.0,Medical,1.0,4.0,Male,59.0,3.0,1.0,Laboratory Technician,1.0,Single,4721.0,3119.0,2.0
287,479,36.0,Non-Travel,845.0,Sales,1.0,5.0,Medical,1.0,4.0,Female,45.0,3.0,2.0,Sales Executive,4.0,Single,6653.0,15276.0,4.0
288,11,30.0,Travel_Rarely,1358.0,Research & Development,24.0,1.0,Life Sciences,1.0,4.0,Male,67.0,3.0,1.0,Laboratory Technician,3.0,Divorced,2693.0,13335.0,1.0
289,879,25.0,Travel_Rarely,141.0,Sales,3.0,1.0,Other,1.0,3.0,Male,98.0,3.0,2.0,Sales Executive,1.0,Married,4194.0,14363.0,1.0
290,781,25.0,Travel_Rarely,883.0,Sales,26.0,1.0,Medical,1.0,3.0,Female,32.0,3.0,2.0,Sales Executive,4.0,Single,6180.0,22807.0,1.0
291,175,31.0,Travel_Rarely,542.0,Sales,20.0,3.0,Life Sciences,1.0,2.0,Female,71.0,1.0,2.0,Sales Executive,3.0,Married,4559.0,24788.0,3.0
292,1586,29.0,Travel_Rarely,1370.0,Research & Development,3.0,1.0,Medical,1.0,2.0,Male,87.0,3.0,1.0,Laboratory Technician,1.0,Single,4723.0,16213.0,1.0
293,1752,29.0,Travel_Rarely,428.0,Sales,9.0,3.0,Marketing,1.0,2.0,Female,52.0,1.0,1.0,Sales Representative,2.0,Single,2760.0,14630.0,1.0
294,608,26.0,Travel_Frequently,426.0,Human Resources,17.0,4.0,Life Sciences,1.0,2.0,Female,58.0,3.0,1.0,Human Resources,3.0,Divorced,2741.0,22808.0,0.0
295,407,36.0,Travel_Frequently,566.0,Research & Development,18.0,4.0,Life Sciences,1.0,3.0,Male,81.0,4.0,1.0,Laboratory Technician,4.0,Married,3688.0,7122.0,4.0
