,EmployeeNumber,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,YearlyIncome
217,38,Y,No,12.0,3.0,4.0,80.0,0.0,22.0,2.0,2.0,2.0,2.0,2.0,1.0,227364.0
218,731,Y,No,15.0,3.0,2.0,80.0,3.0,23.0,2.0,2.0,21.0,6.0,12.0,6.0,229692.0
219,615,Y,No,15.0,3.0,3.0,80.0,1.0,20.0,2.0,3.0,1.0,0.0,0.0,1.0,131184.0
220,1591,Y,Yes,16.0,3.0,3.0,80.0,1.0,27.0,2.0,3.0,1.0,0.0,0.0,0.0,231972.0
221,1431,Y,No,14.0,3.0,3.0,80.0,2.0,10.0,2.0,3.0,4.0,3.0,1.0,3.0,35952.0
222,1694,Y,No,12.0,3.0,4.0,80.0,1.0,8.0,1.0,3.0,4.0,2.0,1.0,2.0,42444.0
223,743,Y,Yes,14.0,3.0,4.0,80.0,0.0,10.0,4.0,4.0,1.0,0.0,0.0,0.0,94332.0
224,178,Y,No,20.0,4.0,4.0,80.0,2.0,7.0,0.0,3.0,3.0,2.0,0.0,1.0,59292.0
225,1211,Y,No,19.0,3.0,3.0,80.0,3.0,8.0,3.0,3.0,4.0,3.0,0.0,3.0,49380.0
226,1830,Y,No,15.0,3.0,2.0,80.0,1.0,14.0,2.0,2.0,7.0,1.0,1.0,7.0,82248.0
227,952,Y,Yes,18.0,3.0,3.0,80.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,28956.0
228,1932,Y,Yes,15.0,3.0,2.0,80.0,0.0,16.0,3.0,3.0,15.0,10.0,6.0,11.0,68964.0
229,1552,Y,Yes,18.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,48828.0
230,261,Y,Yes,13.0,3.0,1.0,80.0,0.0,8.0,1.0,3.0,1.0,0.0,0.0,1.0,70992.0
231,1083,Y,No,16.0,3.0,1.0,80.0,2.0,6.0,2.0,3.0,5.0,3.0,1.0,3.0,47460.0
232,1975,Y,No,12.0,3.0,1.0,80.0,0.0,21.0,3.0,3.0,20.0,8.0,11.0,10.0,160092.0
233,1035,Y,No,22.0,4.0,2.0,80.0,2.0,21.0,3.0,3.0,21.0,16.0,5.0,10.0,239676.0
234,1002,Y,Yes,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,9.0,8.0,0.0,8.0,43596.0
235,960,Y,No,19.0,3.0,2.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,35676.0
236,215,Y,No,11.0,3.0,1.0,80.0,1.0,15.0,2.0,2.0,12.0,11.0,2.0,11.0,130260.0
237,824,Y,No,24.0,4.0,3.0,80.0,1.0,10.0,3.0,3.0,10.0,7.0,0.0,7.0,32400.0
238,335,Y,No,17.0,3.0,1.0,80.0,2.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,39828.0
239,675,Y,No,20.0,4.0,4.0,80.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,33276.0
240,1504,Y,No,11.0,3.0,3.0,80.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,30732.0
241,667,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,3.0,3.0,4.0,3.0,0.0,2.0,36492.0
242,829,Y,No,13.0,3.0,2.0,80.0,1.0,8.0,2.0,3.0,5.0,2.0,0.0,4.0,25716.0
243,1673,Y,No,11.0,3.0,1.0,80.0,2.0,10.0,2.0,3.0,10.0,0.0,0.0,2.0,65712.0
244,1746,Y,No,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,25740.0
245,1206,Y,No,13.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,27480.0
246,312,Y,No,14.0,3.0,4.0,80.0,1.0,11.0,5.0,3.0,11.0,10.0,4.0,1.0,95016.0
247,1024,Y,No,14.0,3.0,2.0,80.0,0.0,27.0,3.0,3.0,15.0,11.0,4.0,8.0,131988.0
248,1766,Y,Yes,16.0,3.0,3.0,80.0,1.0,15.0,2.0,3.0,1.0,0.0,1.0,0.0,69732.0
249,1082,Y,No,12.0,3.0,1.0,80.0,0.0,10.0,2.0,2.0,10.0,7.0,1.0,9.0,104664.0
250,57,Y,No,23.0,4.0,4.0,80.0,0.0,12.0,2.0,3.0,12.0,8.0,3.0,7.0,48132.0
251,709,Y,No,20.0,4.0,1.0,80.0,0.0,8.0,2.0,3.0,7.0,7.0,0.0,5.0,48336.0
252,444,Y,No,15.0,3.0,1.0,80.0,1.0,21.0,2.0,3.0,21.0,9.0,13.0,3.0,231264.0
253,702,Y,Yes,11.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,10.0,8.0,9.0,7.0,40176.0
254,118,Y,No,16.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,115428.0
255,1459,Y,No,11.0,3.0,1.0,80.0,0.0,10.0,2.0,3.0,10.0,8.0,4.0,7.0,89352.0
256,242,Y,No,14.0,3.0,1.0,80.0,0.0,4.0,2.0,4.0,3.0,1.0,0.0,2.0,30000.0
257,441,Y,No,13.0,3.0,4.0,80.0,2.0,11.0,2.0,3.0,10.0,8.0,1.0,9.0,69300.0
258,2021,Y,Yes,11.0,3.0,4.0,80.0,0.0,2.0,6.0,3.0,2.0,2.0,1.0,2.0,28560.0
259,1481,Y,No,12.0,3.0,3.0,80.0,1.0,11.0,4.0,2.0,1.0,0.0,0.0,0.0,57216.0
260,574,Y,No,13.0,3.0,3.0,80.0,3.0,20.0,2.0,3.0,5.0,0.0,0.0,4.0,60840.0
261,1929,Y,No,19.0,3.0,3.0,80.0,1.0,10.0,1.0,3.0,3.0,2.0,1.0,2.0,68832.0
262,76,Y,No,22.0,4.0,4.0,80.0,1.0,10.0,3.0,2.0,7.0,7.0,1.0,7.0,70980.0
263,26,Y,No,18.0,3.0,4.0,80.0,1.0,5.0,5.0,2.0,4.0,2.0,1.0,3.0,48132.0
264,404,Y,No,14.0,3.0,4.0,80.0,1.0,23.0,2.0,4.0,20.0,4.0,4.0,8.0,162300.0
265,1496,Y,Yes,18.0,3.0,2.0,80.0,0.0,16.0,2.0,2.0,2.0,2.0,2.0,2.0,122508.0
266,423,Y,Yes,12.0,3.0,3.0,80.0,1.0,6.0,4.0,3.0,5.0,2.0,0.0,3.0,57852.0
267,1709,Y,No,17.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,5.0,3.0,1.0,2.0,35688.0
268,1096,Y,No,18.0,3.0,2.0,80.0,1.0,23.0,4.0,3.0,3.0,2.0,1.0,2.0,131712.0
269,1465,Y,Yes,18.0,3.0,4.0,80.0,2.0,10.0,4.0,4.0,3.0,1.0,1.0,2.0,112560.0
270,1724,Y,Yes,16.0,3.0,2.0,80.0,1.0,18.0,3.0,3.0,1.0,0.0,0.0,0.0,78192.0
271,2032,Y,No,11.0,3.0,4.0,80.0,1.0,14.0,4.0,1.0,10.0,9.0,9.0,8.0,28068.0
272,1956,Y,No,21.0,4.0,2.0,80.0,0.0,10.0,6.0,3.0,10.0,8.0,8.0,7.0,60036.0
273,1204,Y,No,23.0,4.0,1.0,80.0,0.0,28.0,2.0,3.0,26.0,15.0,15.0,9.0,204576.0
274,204,Y,No,13.0,3.0,1.0,80.0,2.0,10.0,3.0,3.0,10.0,8.0,0.0,6.0,87540.0
275,437,Y,Yes,11.0,3.0,1.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,53736.0
276,918,Y,Yes,14.0,3.0,4.0,80.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,28560.0
277,245,Y,No,12.0,3.0,3.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,27456.0
278,686,Y,Yes,13.0,3.0,3.0,80.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,31908.0
279,641,Y,No,20.0,4.0,4.0,80.0,2.0,6.0,5.0,4.0,5.0,3.0,1.0,4.0,75264.0
280,7,Y,No,12.0,3.0,4.0,80.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,41616.0
281,1043,Y,Yes,13.0,3.0,3.0,80.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,130560.0
282,1299,Y,Yes,13.0,3.0,1.0,80.0,2.0,10.0,2.0,3.0,7.0,7.0,7.0,7.0,40068.0
283,1242,Y,Yes,17.0,3.0,3.0,80.0,0.0,20.0,6.0,3.0,1.0,0.0,0.0,0.0,158292.0
284,868,Y,No,19.0,3.0,4.0,80.0,2.0,9.0,2.0,3.0,1.0,0.0,0.0,0.0,76008.0
285,950,Y,No,13.0,3.0,2.0,80.0,1.0,15.0,3.0,3.0,15.0,12.0,5.0,11.0,162984.0
286,957,Y,Yes,13.0,3.0,3.0,80.0,0.0,20.0,3.0,3.0,18.0,13.0,2.0,17.0,56652.0
287,479,Y,No,15.0,3.0,2.0,80.0,0.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,79836.0
288,11,Y,No,22.0,4.0,2.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,32316.0
289,879,Y,Yes,18.0,3.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,3.0,50328.0
290,781,Y,No,23.0,4.0,2.0,80.0,0.0,6.0,5.0,2.0,6.0,5.0,1.0,4.0,74160.0
291,175,Y,Yes,11.0,3.0,3.0,80.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,54708.0
292,1586,Y,Yes,18.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,10.0,9.0,1.0,5.0,56676.0
293,1752,Y,No,13.0,3.0,3.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,33120.0
294,608,Y,Yes,11.0,3.0,2.0,80.0,1.0,8.0,2.0,2.0,7.0,7.0,1.0,0.0,32892.0
295,407,Y,No,18.0,3.0,4.0,80.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,44256.0
296,1608,Y,Yes,14.0,3.0,4.0,80.0,1.0,23.0,4.0,2.0,22.0,7.0,1.0,10.0,228588.0
297,1207,Y,No,13.0,3.0,4.0,80.0,1.0,5.0,2.0,3.0,5.0,4.0,1.0,4.0,43200.0
298,2,Y,No,23.0,4.0,4.0,80.0,1.0,10.0,3.0,3.0,10.0,7.0,1.0,7.0,61560.0
299,1133,Y,No,20.0,4.0,1.0,80.0,0.0,18.0,0.0,3.0,11.0,9.0,0.0,9.0,93348.0
300,1782,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,44424.0
301,332,Y,No,14.0,3.0,3.0,80.0,3.0,7.0,1.0,3.0,3.0,2.0,1.0,2.0,26784.0
302,422,Y,Yes,13.0,3.0,4.0,80.0,1.0,12.0,2.0,3.0,5.0,3.0,1.0,2.0,67920.0
303,148,Y,Yes,12.0,3.0,3.0,80.0,0.0,23.0,3.0,3.0,5.0,3.0,4.0,4.0,207936.0
304,582,Y,Yes,12.0,3.0,4.0,80.0,0.0,15.0,2.0,4.0,7.0,6.0,7.0,7.0,163320.0
305,1598,Y,No,15.0,3.0,3.0,80.0,1.0,5.0,2.0,3.0,5.0,4.0,1.0,2.0,55668.0
306,1628,Y,No,13.0,3.0,4.0,80.0,2.0,18.0,2.0,3.0,18.0,15.0,14.0,12.0,125220.0
307,1852,Y,No,13.0,3.0,2.0,80.0,0.0,11.0,3.0,4.0,11.0,8.0,3.0,10.0,45744.0
308,789,Y,No,15.0,3.0,2.0,80.0,0.0,10.0,1.0,3.0,10.0,7.0,0.0,9.0,91044.0
309,154,Y,No,14.0,3.0,3.0,80.0,1.0,10.0,6.0,3.0,9.0,7.0,2.0,8.0,116856.0
310,1732,Y,Yes,12.0,3.0,2.0,80.0,1.0,13.0,5.0,2.0,10.0,6.0,0.0,3.0,124416.0
311,1355,Y,No,15.0,3.0,4.0,80.0,1.0,11.0,3.0,3.0,7.0,7.0,1.0,7.0,82716.0
312,1472,Y,No,12.0,3.0,2.0,80.0,0.0,35.0,2.0,2.0,9.0,8.0,8.0,8.0,199176.0
313,826,Y,No,13.0,3.0,3.0,80.0,0.0,7.0,0.0,3.0,2.0,2.0,2.0,2.0,30072.0
314,1503,Y,Yes,17.0,3.0,3.0,80.0,1.0,11.0,4.0,2.0,5.0,4.0,1.0,2.0,55092.0
315,1736,Y,No,20.0,4.0,4.0,80.0,0.0,9.0,3.0,2.0,5.0,4.0,1.0,4.0,62856.0
316,35,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,2.0,3.0,9.0,7.0,4.0,2.0,81900.0
317,994,Y,Yes,20.0,4.0,3.0,80.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,28848.0
318,1215,Y,No,22.0,4.0,3.0,80.0,1.0,32.0,3.0,3.0,2.0,2.0,2.0,2.0,214272.0
319,977,Y,No,24.0,4.0,1.0,80.0,0.0,7.0,4.0,3.0,1.0,0.0,0.0,0.0,29748.0
320,153,Y,No,12.0,3.0,4.0,80.0,0.0,14.0,6.0,3.0,11.0,10.0,5.0,8.0,139572.0
321,1594,Y,Yes,13.0,3.0,4.0,80.0,1.0,9.0,3.0,3.0,3.0,2.0,0.0,2.0,66744.0
322,1124,Y,No,12.0,3.0,4.0,80.0,1.0,23.0,3.0,3.0,12.0,9.0,4.0,9.0,209580.0
323,341,Y,No,17.0,3.0,4.0,80.0,1.0,9.0,1.0,3.0,3.0,2.0,0.0,2.0,77208.0
324,2018,Y,Yes,22.0,4.0,2.0,80.0,1.0,6.0,3.0,2.0,5.0,3.0,0.0,4.0,58884.0
325,1692,Y,No,12.0,3.0,1.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,16716.0
326,631,Y,No,12.0,3.0,4.0,80.0,0.0,6.0,2.0,3.0,4.0,2.0,1.0,2.0,56484.0
327,997,Y,No,22.0,4.0,3.0,80.0,1.0,32.0,1.0,2.0,5.0,4.0,1.0,3.0,208788.0
328,299,Y,No,15.0,3.0,3.0,80.0,0.0,9.0,5.0,2.0,6.0,3.0,0.0,1.0,80352.0
329,1892,Y,No,11.0,3.0,1.0,80.0,1.0,22.0,3.0,3.0,19.0,7.0,11.0,16.0,201876.0
330,843,Y,No,24.0,4.0,3.0,80.0,1.0,22.0,3.0,3.0,4.0,1.0,1.0,0.0,205908.0
331,291,Y,No,11.0,3.0,3.0,80.0,0.0,14.0,2.0,2.0,14.0,8.0,9.0,8.0,124800.0
332,1196,Y,No,13.0,3.0,2.0,80.0,1.0,14.0,2.0,2.0,14.0,8.0,3.0,11.0,77688.0
333,2022,Y,No,13.0,3.0,3.0,80.0,0.0,21.0,3.0,2.0,6.0,0.0,1.0,3.0,233172.0
334,64,Y,Yes,13.0,3.0,4.0,80.0,0.0,23.0,2.0,3.0,1.0,0.0,0.0,0.0,64572.0
335,1485,Y,No,14.0,3.0,4.0,80.0,2.0,16.0,3.0,2.0,14.0,8.0,6.0,9.0,204084.0
336,940,Y,Yes,13.0,3.0,4.0,80.0,1.0,24.0,3.0,3.0,6.0,0.0,0.0,4.0,126624.0
337,1704,Y,Yes,14.0,3.0,3.0,80.0,0.0,6.0,2.0,4.0,5.0,4.0,1.0,4.0,59160.0
338,1815,Y,Yes,13.0,3.0,4.0,80.0,1.0,23.0,3.0,4.0,22.0,14.0,13.0,5.0,125364.0
339,1231,Y,No,16.0,3.0,1.0,80.0,1.0,10.0,3.0,4.0,4.0,3.0,0.0,3.0,75264.0
340,411,Y,No,12.0,3.0,1.0,80.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,14400.0
341,639,Y,Yes,11.0,3.0,2.0,80.0,2.0,6.0,3.0,3.0,6.0,5.0,1.0,4.0,32700.0
342,190,Y,No,22.0,4.0,1.0,80.0,0.0,10.0,2.0,4.0,5.0,4.0,0.0,4.0,50400.0
343,353,Y,No,11.0,3.0,2.0,80.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,32676.0
344,922,Y,No,13.0,3.0,4.0,80.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,24528.0
345,925,Y,Yes,18.0,3.0,1.0,80.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,39528.0
346,250,Y,No,11.0,3.0,3.0,80.0,2.0,5.0,3.0,3.0,4.0,2.0,1.0,3.0,53400.0
347,1143,Y,No,14.0,3.0,4.0,80.0,2.0,8.0,2.0,2.0,7.0,5.0,1.0,1.0,39492.0
348,150,Y,No,12.0,3.0,3.0,80.0,1.0,6.0,2.0,3.0,5.0,3.0,1.0,2.0,33288.0
349,2041,Y,No,11.0,3.0,3.0,80.0,1.0,10.0,1.0,3.0,10.0,7.0,1.0,9.0,64116.0
350,621,Y,No,12.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,10.0,7.0,5.0,7.0,64044.0
351,2053,Y,Yes,13.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,4.0,3.0,0.0,3.0,48300.0
352,1979,Y,No,20.0,4.0,3.0,80.0,1.0,13.0,2.0,4.0,11.0,7.0,4.0,8.0,132372.0
353,131,Y,No,13.0,3.0,3.0,80.0,0.0,38.0,1.0,2.0,37.0,10.0,1.0,8.0,166464.0
354,2027,Y,Yes,14.0,3.0,2.0,80.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,57444.0
355,1422,Y,No,19.0,3.0,4.0,80.0,0.0,29.0,3.0,2.0,20.0,7.0,12.0,7.0,207936.0
356,259,Y,No,14.0,3.0,1.0,80.0,1.0,34.0,5.0,3.0,33.0,18.0,11.0,9.0,239988.0
357,297,Y,Yes,11.0,3.0,3.0,80.0,0.0,8.0,5.0,3.0,5.0,2.0,0.0,4.0,31884.0
358,665,Y,No,11.0,3.0,2.0,80.0,0.0,10.0,1.0,4.0,2.0,2.0,0.0,2.0,71820.0
359,1996,Y,No,19.0,3.0,3.0,80.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,36804.0
360,1281,Y,Yes,12.0,3.0,4.0,80.0,0.0,4.0,3.0,3.0,3.0,2.0,0.0,2.0,54456.0
361,165,Y,No,12.0,3.0,4.0,80.0,1.0,40.0,3.0,2.0,40.0,10.0,15.0,6.0,123744.0
362,885,Y,No,12.0,3.0,1.0,80.0,0.0,5.0,1.0,4.0,5.0,2.0,0.0,3.0,51072.0
363,281,Y,Yes,15.0,3.0,3.0,80.0,1.0,15.0,2.0,4.0,7.0,2.0,3.0,7.0,32892.0
364,1535,Y,Yes,14.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,10.0,9.0,8.0,6.0,84996.0
365,926,Y,Yes,19.0,3.0,1.0,80.0,1.0,4.0,3.0,4.0,3.0,2.0,0.0,2.0,50052.0
366,1968,Y,Yes,13.0,3.0,2.0,80.0,0.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,125376.0
367,1136,Y,No,17.0,3.0,1.0,80.0,0.0,6.0,2.0,1.0,5.0,3.0,0.0,4.0,38412.0
368,1474,Y,No,14.0,3.0,3.0,80.0,1.0,8.0,3.0,4.0,3.0,1.0,1.0,2.0,28140.0
369,664,Y,No,11.0,3.0,1.0,80.0,1.0,21.0,3.0,1.0,3.0,2.0,0.0,2.0,184824.0
370,1973,Y,Yes,18.0,3.0,1.0,80.0,1.0,35.0,0.0,3.0,10.0,9.0,1.0,4.0,235632.0
371,33,Y,Yes,22.0,4.0,2.0,80.0,0.0,10.0,5.0,3.0,10.0,2.0,6.0,7.0,47028.0
372,160,Y,No,13.0,3.0,1.0,80.0,1.0,8.0,2.0,4.0,7.0,7.0,0.0,7.0,73752.0
373,847,Y,No,19.0,3.0,3.0,80.0,1.0,4.0,1.0,1.0,3.0,2.0,0.0,2.0,44844.0
374,1522,Y,No,13.0,3.0,3.0,80.0,0.0,11.0,2.0,1.0,9.0,7.0,0.0,7.0,28344.0
375,1185,Y,No,13.0,3.0,2.0,80.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,28512.0
376,1248,Y,Yes,25.0,4.0,2.0,80.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,22308.0
377,1216,Y,No,12.0,3.0,3.0,80.0,3.0,6.0,2.0,3.0,6.0,5.0,3.0,3.0,38352.0
378,1813,Y,No,13.0,3.0,3.0,80.0,0.0,7.0,2.0,2.0,3.0,2.0,1.0,2.0,29256.0
379,15,Y,Yes,12.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,9.0,5.0,0.0,8.0,50316.0
380,1218,Y,Yes,15.0,3.0,4.0,80.0,3.0,15.0,2.0,3.0,7.0,7.0,1.0,7.0,107592.0
381,587,Y,No,12.0,3.0,1.0,80.0,0.0,12.0,2.0,3.0,1.0,0.0,0.0,0.0,117888.0
382,1572,Y,No,16.0,3.0,2.0,80.0,1.0,34.0,4.0,3.0,33.0,7.0,1.0,9.0,122028.0
383,47,Y,Yes,14.0,3.0,3.0,80.0,0.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,32196.0
384,1486,Y,No,15.0,3.0,4.0,80.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,34908.0
385,1377,Y,No,13.0,3.0,1.0,80.0,2.0,10.0,1.0,3.0,8.0,7.0,7.0,7.0,65148.0
386,445,Y,Yes,18.0,3.0,1.0,80.0,0.0,12.0,3.0,2.0,1.0,0.0,0.0,0.0,62856.0
387,620,Y,No,16.0,3.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,3.0,58308.0
388,1798,Y,No,19.0,3.0,2.0,80.0,1.0,14.0,1.0,3.0,10.0,8.0,7.0,6.0,37716.0
389,1935,Y,No,16.0,3.0,3.0,80.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,64560.0
390,382,Y,Yes,24.0,4.0,3.0,80.0,1.0,8.0,3.0,3.0,8.0,0.0,7.0,7.0,67260.0
391,2044,Y,No,12.0,3.0,4.0,80.0,2.0,12.0,3.0,3.0,6.0,3.0,0.0,1.0,80736.0
392,776,Y,No,11.0,3.0,1.0,80.0,0.0,34.0,3.0,4.0,34.0,6.0,1.0,16.0,202272.0
393,1658,Y,No,12.0,3.0,3.0,80.0,1.0,11.0,2.0,3.0,11.0,8.0,7.0,9.0,65196.0
394,910,Y,Yes,11.0,3.0,3.0,80.0,1.0,7.0,4.0,4.0,4.0,3.0,0.0,3.0,27324.0
395,1834,Y,No,25.0,4.0,3.0,80.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,43092.0
396,1100,Y,Yes,22.0,4.0,1.0,80.0,0.0,9.0,2.0,3.0,8.0,7.0,4.0,7.0,114984.0
397,949,Y,No,18.0,3.0,3.0,80.0,0.0,8.0,6.0,3.0,6.0,2.0,0.0,1.0,56136.0
398,1754,Y,No,11.0,3.0,1.0,80.0,1.0,12.0,2.0,3.0,7.0,7.0,1.0,7.0,85680.0
399,916,Y,No,14.0,3.0,2.0,80.0,0.0,4.0,3.0,3.0,4.0,2.0,0.0,2.0,58896.0
400,1138,Y,No,17.0,3.0,2.0,80.0,1.0,22.0,3.0,3.0,9.0,8.0,2.0,3.0,157440.0
401,143,Y,No,11.0,3.0,3.0,80.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,34668.0
402,544,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,3.0,2.0,2.0,2.0,0.0,2.0,31848.0
403,524,Y,No,12.0,3.0,2.0,80.0,1.0,13.0,5.0,1.0,13.0,10.0,3.0,12.0,51672.0
404,1277,Y,Yes,16.0,3.0,1.0,80.0,0.0,26.0,2.0,3.0,24.0,10.0,1.0,11.0,225888.0
405,1137,Y,No,11.0,3.0,4.0,80.0,1.0,5.0,3.0,3.0,5.0,2.0,0.0,2.0,59616.0
406,1583,Y,No,12.0,3.0,2.0,80.0,0.0,8.0,5.0,4.0,3.0,2.0,1.0,2.0,50376.0
407,1283,Y,No,12.0,3.0,4.0,80.0,0.0,25.0,6.0,2.0,9.0,7.0,5.0,4.0,126144.0
408,12,Y,No,21.0,4.0,2.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,1.0,8.0,114312.0
409,823,Y,No,15.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,9.0,7.0,0.0,5.0,62736.0
410,112,Y,No,11.0,3.0,1.0,80.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,87120.0
411,581,Y,No,25.0,4.0,4.0,80.0,1.0,13.0,6.0,4.0,13.0,8.0,0.0,8.0,127776.0
412,1912,Y,Yes,11.0,3.0,4.0,80.0,1.0,8.0,2.0,3.0,5.0,2.0,1.0,4.0,78996.0
413,1022,Y,No,13.0,3.0,4.0,80.0,0.0,19.0,0.0,3.0,2.0,2.0,2.0,2.0,50880.0
414,197,Y,No,14.0,3.0,4.0,80.0,1.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,38448.0
415,1827,Y,Yes,12.0,3.0,3.0,80.0,1.0,28.0,4.0,3.0,22.0,11.0,14.0,10.0,123996.0
416,1525,Y,No,18.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,2.0,0.0,2.0,2.0,100512.0
417,1329,Y,No,13.0,3.0,1.0,80.0,0.0,19.0,4.0,3.0,19.0,2.0,11.0,9.0,73812.0
418,1712,Y,No,23.0,4.0,4.0,80.0,1.0,25.0,3.0,2.0,23.0,15.0,14.0,4.0,128976.0
419,1927,Y,Yes,12.0,3.0,3.0,80.0,1.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,82008.0
420,30,Y,No,14.0,3.0,4.0,80.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,14784.0
421,1346,Y,No,13.0,3.0,3.0,80.0,0.0,9.0,4.0,3.0,9.0,8.0,8.0,8.0,55932.0
422,862,Y,Yes,18.0,3.0,4.0,80.0,1.0,35.0,3.0,3.0,5.0,2.0,0.0,4.0,131208.0
423,2062,Y,No,15.0,3.0,1.0,80.0,1.0,9.0,5.0,3.0,7.0,7.0,1.0,7.0,119892.0
424,1529,Y,No,19.0,3.0,4.0,80.0,0.0,11.0,3.0,1.0,11.0,8.0,3.0,3.0,103272.0
425,2010,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,2.0,4.0,1.0,34044.0
426,333,Y,No,18.0,3.0,1.0,80.0,0.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,53580.0
427,1938,Y,Yes,13.0,3.0,3.0,80.0,1.0,29.0,2.0,2.0,1.0,0.0,0.0,0.0,214500.0
428,1018,Y,No,12.0,3.0,2.0,80.0,0.0,8.0,2.0,3.0,8.0,7.0,1.0,3.0,65664.0
429,842,Y,No,16.0,3.0,3.0,80.0,0.0,12.0,3.0,2.0,9.0,7.0,7.0,3.0,61920.0
430,749,Y,No,11.0,3.0,3.0,80.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,31704.0
431,206,Y,No,18.0,3.0,3.0,80.0,1.0,20.0,2.0,1.0,17.0,9.0,0.0,15.0,28176.0
432,1971,Y,No,17.0,3.0,2.0,80.0,1.0,10.0,1.0,3.0,10.0,9.0,0.0,9.0,90120.0
433,804,Y,No,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,5.0,1.0,3.0,52572.0
434,959,Y,Yes,13.0,3.0,2.0,80.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,25452.0
435,496,Y,No,19.0,3.0,3.0,80.0,0.0,10.0,5.0,3.0,1.0,1.0,0.0,0.0,78480.0
